Sorszám,Adószám,,,Név,Székhely,Felajánlott összeg (Ft),Felajánlók száma (fő),Havi bruttó átlagbér (Ft)
4647,19622684,1,41,Budapesti Tájfutók Szövetsége,1053 BUDAPEST CURIA UTCA 3.,"31,863",4,"442,542"
4648,19638160,1,41,BUDAPESTI TERMÉSZETBARÁT SPORTSZÖVETSÉG,1053 BUDAPEST CURIA UTCA 3.,"40,856",4,"567,444"
4649,18649208,1,42,Budapesti Testedző Club,1162 BUDAPEST KOMÁROMI UTCA 8.,"44,364",2,"1,232,333"
4650,18012020,1,43,Budapesti Tigrisek Sportegyesület,1181 BUDAPEST CSONTVÁRY U. 13. 10.EM. 57.AJTÓ,"104,495",12,"483,773"
4651,19653620,1,41,BUDAPESTI TOLLASLABDÁZOK SZÖVETSÉGE,1053 BUDAPEST CURIA UTCA 3.,"6,114",1,"339,667"
4652,18087327,1,41,BUDAPESTI TORNA SZÖVETSÉG,1053 BUDAPEST CURIA U 3,"14,137",1,"785,389"
4653,18085480,1,41,Budapesti Tornádó Sport Egyesület,1043 BUDAPEST ARADI UTCA 21. V.em. 34.a.,"265,186",26,"566,637"
4654,18076547,2,42,BUDAPESTI TÜZOLTOSZÖVETSÉG,1081 BUDAPEST DOLOGHÁZ UTCA 1.,"110,240",8,"765,556"
4655,18052851,2,42,BUDAPESTI VÁLLALKOZÁSFEJLESZTÉSI KÖZALAPITVÁNY,1072 BUDAPEST RÁKÓCZI ÚT 18. I.em.,"10,949",1,"608,278"
4656,18228373,1,42,Budapesti Vándor Kórus Barátai Egyesülete,1077 BUDAPEST ROTTENBILLER UTCA 44. FSZT.em. Ü-8.ajtó,"10,151",3,"187,981"
4657,19729224,1,43,BUDAPESTI VÁROSVÉDŐ EGYESÜLET,1126 BUDAPEST BÖSZÖRMÉNYI ÚT 13. FSZT.em. 4.ajtó,"279,047",11,"1,409,328"
4658,18045518,2,41,BUDAPESTI VONÓSOK ALAPITVÁNYA,1036 BUDAPEST KISKORONA UTCA 7.,"332,357",25,"738,571"
4659,18905917,1,13,BudaSkate Sportegyesület,2030 ÉRD FŰTŐ UTCA 54.,"439,586",42,"581,463"
4660,19807805,1,43,Budatétényi Mechanika Sportegyesület,1119 BUDAPEST ETELE ÚT 32/C. FSZT.em. 2.ajtó,"372,401",11,"1,880,813"
4661,18233573,1,43,Budatétényi Polgári Kör Közhasznú Egyesület,1223 BUDAPEST SÁRGABARACK UTCA 12. 2.AJTÓ.ajtó,"33,573",3,"621,722"
4662,18078295,1,41,Budavár Rotary Barátság és Jóakarat Alapítvány,1011 BUDAPEST FŐ UTCA 28. I.em. 2.ajtó,"343,296",10,"1,907,200"
4663,18007545,1,41,Budavári Evangélikus Gyülekezet Alapítvány,1014 BUDAPEST TÁNCSICS MIHÁLY UTCA 28.,"2,183,919",103,"1,177,950"
4664,18649772,1,41,Budavári Sport Egyesület,1021 BUDAPEST HEINRICH ISTVÁN UTCA 7-9.,"96,593",8,"670,785"
4665,18073898,1,41,BUDAVÁRI VILÁGÖRÖKSÉG ISKOLA ALAPITÁNY,1014 BUDAPEST TÁRNOK UTCA 9-11.,"1,100,200",75,"814,963"
4666,19284101,1,20,BUDAY KÖZHASZNÚ ALAPÍTVÁNY,8994 ZALASZENTGYÖRGY ADY ENDRE ÚT 16.,"145,436",14,"577,127"
4667,19274717,1,20,Buddhista Béke-Szentély Alapítvány,8353 ZALASZÁNTÓ VILÁGOSVÁR ÚT 13.,"2,392,423",283,"469,655"
4668,18697483,1,43,Buddhista Vipassana Alapítvány,1212 BUDAPEST SZÉCHENYI  ISTVÁN UTCA 77.,"395,901",31,"709,500"
4669,18292497,1,10,Buddogó Magyar Élmény-Sport  Egyesület,3013 ECSÉD BERCSÉNYI ÚT 72.,"145,144",11,"733,051"
4670,19703770,1,41,BUDENZ JÓZSEF GIMNÁZIUM ALAPITVÁNY,1021 BUDAPEST BUDENZ ÚT 1.,"891,549",47,"1,053,840"
4671,18709072,1,13,BUDO FIGHT KARATE KLUB,2314 HALÁSZTELEK EÖTVÖS LORÁND UTCA 19/A.,"117,697",7,"934,103"
4672,19279602,1,9,BUDO KARATE SPORTEGYESÜLET,4090 POLGÁR HUNYADI UTCA 22.,"40,210",5,"446,778"
4673,18892736,1,18,BUDO SPORTEGYESÜLET SZOMBATHELY,9700 SZOMBATHELY VÁCI M. UTCA 72.,"108,591",7,"861,833"
4674,18947647,1,42,BUDO-Sport Akadémia Alapítvány,1065 BUDAPEST WEINER LEÓ UTCA 13. FSZT.em. 3.ajtó,"37,950",3,"702,778"
4675,18353994,1,3,Bugaci Futóhomok Ifjúsági Egyesület,6114 BUGAC BÉKE UTCA 27.,"49,784",5,"553,156"
4676,18353509,1,3,Bugaci Óvodás és Általános Iskoláskorú Gyermekekért Alapítvány,6114 BUGAC SZABADSÁG TÉR 15.,"1,150,509",154,"415,047"
4677,19133940,1,10,Bugát Pál Kórház Alapítvány,3200 GYÖNGYÖS DÓZSA GY. ÚT 20-22.,"4,300,856",294,"812,709"
4678,18485488,1,7,BUGÁT Röplabda Alapítvány,8000 SZÉKESFEHÉRVÁR GYÜMÖLCS UTCA 15.,"2,761",1,"153,389"
4679,18503113,1,7,Búgócsiga Családi Bölcsőde és Játszóház Egyesület,2421 NAGYVENYIM FÖLDVÁRI UTCA 13.,"422,609",48,"489,131"
4680,19282642,1,20,BUGYBORÉK VIZITÚRA ÉS SZABADIDŐSPORT EGYESÜLET,8799 PAKOD RÓZSA U. 2,"140,420",18,"433,395"
4681,18725100,1,13,BUGYELLÁRIS HAGYOMÁNY- ÉS ÉRTÉKŐRZŐ EGYESÜLET,2347 BUGYI TELEKI UTCA 74.,"207,606",14,"823,833"
4682,18686445,1,13,BUGYI  BELEZNAY  JÁNOS  REFORMÁTUS  ÁLTALÁNOS  ÉS MŰVÉSZETI  ISKOLA  KÖZHASZNÚ  ALAPÍTVÁNYA,2347 BUGYI TEMPLOM UTCA 19.,"723,025",70,"573,829"
4683,18680281,1,13,BUGYI NAGYKÖZSÉGÉRT KÖZALAPITVÁNY,2347 BUGYI BELEZNAY TÉR 1.,"578,892",64,"502,510"
4684,19831174,1,13,BUGYI SPORT EGYESÜLET,2347 BUGYI SPORT UTCA 2.,"99,588",16,"345,792"
4685,19832560,1,13,Bugyi Sporthorgász Egyesület,2347 BUGYI TELEKI UTCA 79.,"66,118",7,"524,746"
4686,19248570,1,12,Bujákért Polgárőr Egyesület,3047 BUJÁK KOSSUTH LAJOS UTCA 3.,"137,324",13,"586,855"
4687,19050900,1,15,BUJÉRT KÖZÖSEN EGYESÜLET,4483 BUJ PETŐFI UTCA 64.,"905,397",79,"636,707"
4688,18791879,1,15,BUJI DIÁKSPORT EGYESÜLET,4483 BUJ RÁKÓCZI ÚT 6,"104,241",7,"827,310"
4689,18804548,1,15,BUJI ISKOLÁSOKÉRT Alapítvány,4483 BUJ RÁKÓCZI UTCA 6.,"142,453",12,"659,505"
4690,18321335,1,2,"Bújj, bújj zöld ág Gyermekhívogató Egyesület",7761 KOZÁRMISLENY RÁKÓCZI U. 72/B,"18,195",3,"336,944"
4691,18795639,1,15,Bujtos Sporthorgász és Tájvédelmi Egyesület,4400 NYÍREGYHÁZA Jelvény UTCA 11.,"99,972",10,"555,400"
4692,18510872,1,6,BUKE REIKON KYOKUSHIN KARATE ÉS HARCMŰVÉSZETI SPORTEGYESÜLET,6795 BORDÁNY BARTÓK BÉLA UTCA 17.,"85,064",9,"525,086"
4693,18338960,1,13,BUKFENC és JEROMOS Állat-jószolgálati Egyesület,2141 CSÖMÖR SZEDERVÖLGYI KÖZ 3.,"2,095,345",174,"669,012"
4694,18412633,1,5,BUKKABRANYI SPORT CLUB,3422 BÜKKÁBRÁNY JÓKAI UTCA 2.,"201,593",19,"589,453"
4695,18328710,1,2,BUKOVINAI SZÉKELYEK MOHÁCSI BARÁTI KÖRE EGYESÜLET,7700 MOHÁCS KÁLVIN U. 21,"54,252",5,"602,800"
4696,19232685,1,17,BUKOVINAI SZÉKELYEK ORSZÁGOS SZÖVETSÉGE,7150 BONYHÁD DÓZSA GY. U. 29,"279,038",15,"1,033,474"
4697,18150502,1,17,BUKOVINAI SZÉKELYEK SZEKSZÁRDI EGYESÜLETE,7100 SZEKSZÁRD TARTSAY V. UTCA 4.,"67,661",6,"626,491"
4698,18142770,1,42,Bukyukai Kyudo Sportegyesület,"1148 BUDAPEST VEZÉR UTCA 135. 2,5 EMELET.em. 12.A.a.","34,514",3,"639,148"
4699,18620029,1,13,Bundás Barát Állatvédő Egyesület,2360 GYÁL ZRÍNYI MIKLÓS UTCA 114.,"9,115,634",798,"634,617"
4700,18359550,1,3,"Bunjevacka ""zlatna grana"" Kulturális Egyesület",6500 BAJA TELCS EDE U. 12,"173,797",12,"804,616"
4701,18400704,1,5,BUNMEGELOZESI VAGYONVEDELMI ALAPITVANY,3700 KAZINCBARCIKA BARÁTSÁG TÉR 1-3.,"649,090",53,"680,388"
4702,18946172,1,3,Bunyevác Kulturális Intézet Alapítvány,6500 BAJA SZEGEDI ÚT 24.,"94,486",5,"1,049,844"
4703,18369487,1,3,Bunyevác-Horvátok Egyesülete Bácsalmás,6430 BÁCSALMÁS SZT. JÁNOS UTCA 9.,"21,475",3,"397,685"
4704,18121609,1,41,BÚRA ALAPITVÁNY,1136 BUDAPEST BALZAC U 9 II.3,"67,070",3,"1,242,037"
4705,18396371,1,15,BURATTINO BÁBSZINHÁZ EGYESÜLET,4400 NYÍREGYHÁZA TOLDI UTCA 64. 5.em. 40.a.,"102,627",13,"438,577"
4706,19020745,1,43,Burattino Hátrányoshelyzetűeket Segítő Iskola Alapítvány,1212 BUDAPEST TÁNCSICS MIHÁLY UTCA 27-29.,"1,279,472",116,"612,774"
4707,18001374,1,41,burkolástechnika egyesület,1036 BUDAPEST ÁRPÁD FEJEDELEM ÚTJA 67. 4.EM.em. 18.a.,"22,406",1,"1,244,778"
4708,19108498,1,42,Buruczki Testedző Szabadidős Sportegyesület,1171 BUDAPEST TUBARÓZSA UTCA 36.,"409,647",17,"1,338,716"
4709,18974957,1,8,BUSHI DOJO HARCMŰVÉSZETI ALAPÍTVÁNY,9351 BABÓT DÓZSA U. 20,"54,480",4,"756,667"
4710,18050086,1,43,~BUSHIDO~ REKREÁCIÓS ALAPITVÁNY,1119 BUDAPEST NÁNDORFEJÉRVÁR KÖZ 14. I.EM.em. 3.ajtó,"237,232",16,"823,722"
4711,19262572,1,19,Bushido Aikido Sportegyesület,8200 VESZPRÉM SZÉRÜSKERT UTCA 5.,"324,128",20,"900,356"
4712,18976801,1,11,Bushido Judo Club,2521 CSOLNOK ÚJVILÁG UTCA 24.,"15,163",3,"280,796"
4713,18977273,1,4,Bushido Judo Sportegyesület,5502 GYOMAENDRŐD DEÁK FERENC UTCA 6.,"225,615",26,"482,083"
4714,18558278,1,9,BUSHIDO KARATE SPORTEGYESÜLET,4225 DEBRECEN KISERDŐ UTCA 74.,"73,661",10,"409,228"
4715,18624236,1,10,BUSHIDO KEMPO AKADÉMIA Sport Egyesület,3300 EGER I. ISTVÁN KIRÁLY UTCA 1/A.,"364,774",31,"653,717"
4716,18549380,1,9,BUSHIDO KENDO KLUB,4081 HAJDÚNÁNÁS VERESTENGER TANYA 265/20.,"176,528",13,"754,393"
4717,18163188,1,42,Bushido Küzdősport és Harcművészeti Egyesület,1141 BUDAPEST BONYHÁDI UTCA 114. 2.em. 5.a.,"269,681",19,"788,541"
4718,18688605,1,13,BUSHIDO SPORTEGYESÜLET,2200 MONOR STRÁZSA HEGY 9517.,"123,829",8,"859,924"
4719,19280853,1,13,BUSHIN  Harcművészeti Egyesület,2039 PUSZTAZÁMOR TÁNCSICS MIHÁLY UTCA 3.,"274,089",20,"761,358"
4720,18471478,1,6,"BÚVÁRFOTÓS ÉS FILMES REKREATÍV EGYESÜLET, KUTATÓCSOPORT ÉS ISKOLA",6726 SZEGED TÖLTÉS U 14,"52,267",4,"725,931"
4721,18740921,1,7,Búvársuli Sportegyesület,2400 DUNAÚJVÁROS MÓRICZ ZSIGMOND UTCA 10/A.,"498,488",53,"522,524"
4722,18817478,1,15,Búzakalász Hagyományőrző Egyesület,4761 PORCSALMA KULTÚR KÖZ 2.,"195,780",30,"362,556"
4723,19752042,1,8,BUZAKALÁSZ MGTSZ HORGÁSZ EGYESÜLET,9161 GYŐRSÖVÉNYHÁZ PETŐFI SÁNDOR UTCA 114.,"39,956",5,"443,956"
4724,19868659,1,16,Búzakalász Vadásztársaság,5362 TISZAÖRS HŐSÖK TERE 5.,"4,938",1,"274,333"
4725,18713714,2,13,BÚZASZEM ALAPÍTVÁNY,2131 GÖD VÉCSEY KÁROLY UTCA 1.,"2,392,119",199,"667,817"
4726,18819212,1,15,BÚZASZEM ÓVODÁSOKÉRT ALAPÍTVÁNY,4400 NYÍREGYHÁZA BÚZA UTCA 7.,"827,309",68,"675,906"
4727,19194828,1,14,BUZAVIRÁG ALAPITVÁNY,7400 KAPOSVÁR BUZAVIRÁG U 19,"281,579",28,"558,688"
4728,18158634,1,5,BÚZAVIRÁG ALAPITVÁNY,3941 VÁMOSÚJFALU KOSSUTH UTCA 42/A.,"1,471,892",137,"596,874"
4729,18875937,1,19,Búzavirág Gyermekekért Egyesület,8100 VÁRPALOTA MÁJUS 1. UTCA 16.,"91,143",7,"723,357"
4730,18368462,1,3,BÚZAVIRÁG NYUGDÍJASKLUB EGYESÜLET MADARAS,6456 MADARAS DÓZSA GYÖRGY UTCA 5.,"58,691",5,"652,122"
4731,18274295,1,13,Búzavirág Óvoda Gyermekeiért Alapítvány,2340 KISKUNLACHÁZA VÖRÖSMARTY U. 1,"356,935",42,"472,136"
4732,19199139,1,14,BÚZAVIRÁG SC,7400 KAPOSVÁR TISZA U. 1,"53,480",5,"594,222"
4733,18780305,1,14,BUZSÁKÉRT-SOMOGYÉRT ALAPÍTVÁNY,8695 BUZSÁK KOSSUTH L. UTCA 78/B.,"664,116",60,"614,922"
4734,18786655,1,14,BUZSÁKI BOSZORKÁNYOS NÉPTÁNC EGYESÜLET,8695 BUZSÁK FŐ TÉR 1.A,"317,188",32,"550,674"
4735,18882359,1,18,Bük Sportjáért Alapítvány,9737 BÜK SZÉCHENYI UTCA 44.,"123,752",8,"859,389"
4736,18897724,1,18,Büki Birkózó Club,9737 BÜK KOSSUTH U. 123,"98,103",10,"545,017"
4737,18893469,1,18,BÜKI HORGÁSZ EGYESÜLET,9737 BÜK SZÉCHENYI UTCA 44.,"12,234",1,"679,667"
4738,16866397,2,18,"BÜKI MŰVELŐDÉSI ÉS SPORTKÖZPONT, KÖNYVTÁR",9737 BÜK EÖTVÖS UTCA 11.,"32,898",4,"456,917"
4739,19892650,1,18,Büki Testedzők Köre,9737 BÜK EÖTVÖS UTCA 7.,"214,456",24,"496,426"
4740,19244064,1,18,Büki Városvédő és Szépítő Egyesület,9737 BÜK EÖTVÖS UTCA 11.,"124,839",11,"630,500"
4741,19290175,1,5,Bükk Aranya Lovas Hagyományőrző Egyesület,3585 TISZAÚJVÁROS DÓZSA GYÖRGY ÚT 12.,"52,573",8,"365,090"
4742,18732601,2,5,Bükkábrányért Egyesület,3422 BÜKKÁBRÁNY BÉKE ÚT 35.,"67,795",4,"941,597"
4743,18291094,1,5,Bükkábrányi Bányász Sport Club Egyesület,3422 BÜKKÁBRÁNY JÓKAI UTCA 20.,"286,533",15,"1,061,233"
4744,18751165,1,5,Bükkábrányi Napsugaras Napokért Alapítvány,3422 BÜKKÁBRÁNY BÉKE ÚT 28.,"274,637",39,"391,221"
4745,18449541,1,5,BÜKKÁBRÁNYI POLGÁRŐR EGYESÜLET,3422 BÜKKÁBRÁNY BÉKE ÚT 37,"25,376",2,"704,889"
4746,19333748,1,5,Bükkalja Diák- és Tömegsport Egyesület,3444 GELEJ ADY ENDRE UTCA 11.,"127,613",11,"644,510"
4747,18273964,1,5,Bükkalja Kulturális Egyesület,3417 CSERÉPVÁRALJA KOSSUTH ÚT 18.,"247,786",32,"430,184"
4748,18422852,1,5, Bükkalja Táncszínház  Alapítvány,3535 MISKOLC JÁNOS UTCA 21.,"516,721",45,"637,927"
4749,18845882,1,5,"Bükkaljai Gasztronómiai, Turisztikai és Szabadidősport Egyesület",3417 CSERÉPVÁRALJA CSORDÁSVÖLGYI TANYA 1.,"10,437",4,"144,958"
4750,18751048,1,5,Bükkaljai Hunor Vadásztársaság Egyesület,3422 BÜKKÁBRÁNY AKÁCFA UTCA 1/A.,"179,925",13,"768,910"
4751,18444395,1,5,Bükkaljai Mesterek Népművészeti Egyesülete Kisgyőr,3556 KISGYŐR DÓZSA GY. UTCA 24.,"20,150",3,"373,148"
4752,18583500,2,10,BÜKKI EMLŐSTANI KUTATÓCSOPORT EGYESÜLET,3300 EGER MAKLÁRI ÚT 77/A. I.em. 2.ajtó,"136,155",9,"840,463"
4753,18439463,1,5,BÜKKI FIATALOK TERMÉSZETJÁRÓ EGYESÜLETE,3525 MISKOLC KOSSUTH UTCA 13.,"287,825",27,"592,233"
4754,18748761,1,5,Bükki Hegyisportért Egyesület,3519 MISKOLC FENYŐ ÚT 7.,"121,373",9,"749,216"
4755,18441701,1,5,Bükki Ifjak Egyesülete,3530 MISKOLC KÁLVIN JÁNOS UTCA 2.,"152,097",17,"497,049"
4756,18339930,1,5,Bükki Pálinka Lovagrend,3421 MEZŐNYÁRÁD JÓZSEF ATTILA ÚT 38.,"149,307",15,"552,989"
4757,18902725,1,5,Bükki Vadakért Vadászati és Természetvédelmi Egyesület,3527 MISKOLC VÁRKÖZI LAJOS UTCA 2.,"39,407",4,"547,319"
4758,19920267,1,10,Bükki Vörös Meteor Sportegyesület,3300 EGER FAISKOLA UTCA 6. IV.em. 53.ajtó,"230,073",16,"798,865"
4759,18237003,1,43,BÜKKÖNY ALAPITVÁNY,1116 BUDAPEST BÜKKÖNY UTCA 9.,"749,961",54,"771,565"
4760,18704668,1,13,BÜKKÖS -PARTIAK BARÁTI KÖRE EGYESÜLET,2000 SZENTENDRE BÜKKÖS PART 72/A.,"16,398",2,"455,500"
4761,18302369,1,2,Bükkösdi 4H Egyesület,7682 BÜKKÖSD VADASVÖLGY UTCA 2.,"101,152",10,"561,956"
4762,19307446,1,10,Bükkszéken Élő Környezetvédők Alapítvány,3335 BÜKKSZÉK VÖRÖSMARTY MIHÁLY ÚT 11.,"288,686",23,"697,309"
4763,18589836,1,10,Bükkszenterzsébeti Óvodás Alapítvány,3257 BÜKKSZENTERZSÉBET SZABADSÁG ÚT 84.,"75,476",13,"322,547"
4764,18585540,1,10,BÜKKSZENTERZSÉBETI POLGÁRŐR EGYESÜLET,3257 BÜKKSZENTERZSÉBET SZABADSÁG U. 199,"56,248",6,"520,815"
4765,19331935,1,5,BÜKKSZENTKERESZTI SÍ ÉS SZABADIDŐSPORT EGYESÜLET,3557 BÜKKSZENTKERESZT TÁNCSICS UTCA 34.,"133,448",9,"823,753"
4766,19914578,1,5,BÜKKSZENTKERESZTI SPORTKÖR,3557 BÜKKSZENTKERESZT JÓKAI UTCA 231.HRSZ.,"70,044",9,"432,370"
4767,18878284,1,5,Bükkszentkereszti Szent Flórián Önkéntes Tűzoltó Egyesület,3557 BÜKKSZENTKERESZT KOSSUTH UTCA 62.,"383,241",30,"709,706"
4768,18289309,1,10,Bükkszentmárton Községért Alapítvány,3346 BÉLAPÁTFALVA RÁKÓCZI ÚT 78.,"89,876",6,"832,185"
4769,18429024,1,5,Bükk-térség Fenntartható Vízkészletgazdálkodásáért Közalapítvány,3515 MISKOLC KÖRNYEZETGAZDÁLKODÁSI INTÉZET .,"26,676",1,"1,482,000"
4770,18415313,1,5,Bükkzsérc Község Ifjúságáért Alapítvány,3414 BÜKKZSÉRC RÁKÓCZI ÚT 158.,"316,606",39,"451,006"
4771,18443428,1,5,Bükkzsérci Polgárokért Polgárőr Tűzoltó és Kulturális Egyesület,3414 BÜKKZSÉRC PETŐFI UTCA 6.,"52,032",8,"361,333"
4772,18426887,1,5,Bűnmegelőzési Centrum Polgárőr Egyesület,3530 MISKOLC SZÉCHENYI UTCA 12.,"20,674",2,"574,278"
4773,18522093,1,6,Bűnmegelőzési és Oktatási Szolgáltató Központ Egyesület,6724 SZEGED MAKKOS-ERDŐ SOR 36.,"9,616",1,"534,222"
4774,18645008,1,12,Bűnmegelőzési Központ Somoskőújfalu Polgárőr és Önkéntes Tűzoltó Közhasznú Egyesület,3121 SOMOSKŐÚJFALU IFJÚSÁG ÚT 33.,"70,347",4,"977,042"
4775,18417920,1,5,Bűnmegelőzési Vagyonvédelmi Alapítvány a Mezőkövesdi Rendőrkapitányság Illetékességi Területének Közbiztonságáért,3400 MEZŐKÖVESD EGRI UTCA 2.,"355,473",33,"598,439"
4776,19220598,2,16,Bűnmegelőzési Alapítvány,5300 KARCAG KOSSUTH TÉR 1.,"59,573",5,"661,922"
4777,18337275,1,18,Büszke Aranykor Alapítvány,9900 KÖRMEND THÖKÖLY UTCA 44.,"180,713",12,"836,634"
4778,18020704,1,13,Büszke Póni Egyesület,2030 ÉRD TÚZOK UTCA 54.,"258,969",14,"1,027,655"
4779,19224200,1,5,Büttösi Mákvirág Asszonykórus,3821 BÜTTÖS DÓZSA GY. ÚT 12.,"156,728",12,"725,593"
4780,19287245,1,14,Bütyök Állatotthon és Állatvédelmi Egyesület,7500 NAGYATÁD TÁNCSICS UTCA 27.,"2,889,874",324,"495,520"
4781,18298228,1,5,Büxenti Bagázs Egyesület,3557 BÜKKSZENTKERESZT HUNYADI UTCA 1/2.,"53,783",12,"248,995"
4782,18101814,1,43,B-Villámok Sportegyesület,1126 BUDAPEST DOLGOS UTCA 3. II.EMELET.em. 8.ajtó,"387,312",25,"860,693"
4783,18053395,1,42,BVSC Utánpótlás Közhasznú Alapítvány,1142 BUDAPEST SZŐNYI U. 2,"333,171",30,"616,983"
4784,19806990,2,42,BVSC-Zugló Közhasznú Egyesület,1142 BUDAPEST SZŐNYI ÚT 2.,"483,455",33,"813,897"
4785,18132283,1,41,BYBLOS ALAPITVÁNY A MAGYAR ÓKORTUDOMÁNY TÁMOGATÁSÁÉRT,1026 BUDAPEST PASARÉTI ÚT 66 B. I.1,"7,642",1,"424,556"
4786,19709219,1,42,B-26. MAGYAR POSTAGALAMBSPORT EGYESÜLET,1165 BUDAPEST CÉLTÁBLA UTCA 16.,"283,137",17,"925,284"
4787,19364966,1,7,CA Swing Family Tánc és Rekreációs Egyesület,8000 SZÉKESFEHÉRVÁR KŐRÖSMEZEI UTCA 41.,"196,800",15,"728,889"
4788,18240531,1,43,CAFÉ MOMUS EGYESÜLET - A KULTURA INTERNTES TERJESZTÉSÉÉRT,1118 BUDAPEST BUDAÖRSI ÚT 119/B.,"36,209",3,"670,537"
4789,18024636,1,41,CAFFART KÉPZŐMŰVÉSZETI EGYESÜLET,1134 BUDAPEST BULCSÚ UTCA 18. 6.em. 18.a.,"130,420",13,"557,350"
4790,19234591,1,12,Caireen Alapítvány,3100 SALGÓTARJÁN EGRI UTCA 9.,"122,880",18,"379,259"
4791,18885527,1,18,Cáki Önkéntes Tűzoltó Egyesület,9725 CÁK PETŐFI UTCA 213.,"197,102",21,"521,434"
4792,18239218,1,41,CALASANCTIUS ÖSZTÖNDIJ ALAPÍTVÁNY,1052 BUDAPEST PIARISTA KÖZ 1. 5.em.,"448,180",21,"1,185,661"
4793,19201333,1,14,CALYPSO KÓRUS,8700 MARCALI DÓZSA GY. UTCA 13.,"219,375",17,"716,912"
4794,18150650,1,14,CAMELOT KUTYÁS SPORT EGYESÜLET,7400 KAPOSVÁR URÁNIA LAKÓTELEP 4.,"207,916",15,"770,059"
4795,18885462,1,18,Camerata Pro Musica Alapítvány,9700 SZOMBATHELY MIKSZÁTH KÁLMÁN U. 5,"24,600",3,"455,556"
4796,19373146,1,42,Cane Corso Rescue Fajtamentő és Állatvédő Alapítvány,1171 BUDAPEST LEMBERG UTCA 30/A. FSZ.em. 3.ajtó,"4,557,602",409,"619,071"
4797,19283045,1,20,Canissa Modellező Sport Egyesület,8800 NAGYKANIZSA PÉTERFAI UTCA 11. A.lh. 2.ajtó,"100,421",11,"507,177"
4798,18594380,1,19,Cantabile Vegyeskar Egyesület,8400 AJKA SZABADSÁG TÉR 13.,"196,340",19,"574,094"
4799,19137140,1,10,Cantare Kórus Alapítvány,3200 GYÖNGYÖS BARÁTOK TERE 3.,"143,982",12,"666,583"
4800,18958537,1,20,CANTARE 97 ALAPITVÁNY,8800 NAGYKANIZSA SZÉCHENYI TÉR 5-9,"142,833",10,"793,517"
4801,18808229,1,15,CANTARELLA EGYESÜLET,4320 NAGYKÁLLÓ SIMONYI JÓZSEF UTCA 16.,"177,234",13,"757,410"
4802,18523740,1,16,Cantate Nobis Énekegyüttes Egyesület,5100 JÁSZBERÉNY SZÖVETKEZET ÚT 6. III.em. 16.a.,"182,270",17,"595,654"
4803,18675098,1,13,Cantemus Gyermek  Alapítvány,2120 DUNAKESZI ISKOLA SÉTÁNY 18.,"249,289",28,"494,621"
4804,18859823,1,17,CANTEMUS KAMARAKÓRUS Zenei Egyesület,7020 DUNAFÖLDVÁR PENTELEI ÚT 26.,"134,219",8,"932,076"
4805,19207171,1,15,CANTEMUS KÖZHASZNÚ ALAPÍTVÁNY,4400 NYÍREGYHÁZA VAY ÁDÁM KRT 18,"1,222,119",96,"707,245"
4806,18211339,1,20,Canterina Nőikar Egyesület,8900 ZALAEGERSZEG VERŐFÉNY UTCA 9.,"311,914",18,"962,698"
4807,19127196,1,9,CANTICUM NOVUM ALAPITVÁNY A FŐISKOLAI KÓRUSMŰVÉSZET FEJLESZTÉSÉÉRT,4032 DEBRECEN NAGYERDEI KÖRÚT 82.,"38,425",4,"533,681"
4808,18696183,1,13,Canticum Novum Egyesület,2440 SZÁZHALOMBATTA ERKEL F. KÖRÚT 43. 1.em. 4.ajtó,"163,331",17,"533,761"
4809,18572548,1,10,CANTUS AGRIENSIS /EGRI ÉNEKESEK/,3300 EGER MÓRICZ ZSIGMOND UTCA 9.,"11,323",1,"629,056"
4810,19142405,1,10,Cantus Corvinus Alapítvány,3200 GYÖNGYÖS FŐ TÉR 8.,"132,543",13,"566,423"
4811,18430378,1,5,CANTUS FIRMUS REFORMÁTUS EGYHÁZZENEI ALAPÍTVÁNY,3525 MISKOLC KOSSUTH UTCA 17.,"89,958",6,"832,944"
4812,18673254,1,13,CANZONETTA NŐIKAR,2164 VÁCHARTYÁN FŐ UTCA 45.,"57,954",4,"804,917"
4813,18339466,1,20,Cap City Crew Sportegyesület,8900 ZALAEGERSZEG ALSÓJÁNKAHEGYI UTCA 7.,"247,884",12,"1,147,611"
4814,18151895,1,19,CÁPA VIZIPÓLÓ KLUB ÚSZÓ-VIZILABDA SPORTEGYESÜLET,8400 AJKA VÁROSLIGET UTCA 1320. 1.a.,"635,689",63,"560,572"
4815,18882256,2,18,Capella Savaria Egyesület,9700 SZOMBATHELY SZALÓNAK UTCA 32.,"301,649",22,"761,740"
4816,18090336,1,41,Capo di Tutti i Capi Főnökök Főnöke Kórusmuzsika Közhasznú Egyesület,1027 BUDAPEST BEM RAKPART 30.,"253,994",10,"1,411,078"
4817,18276857,1,43,Capoeira Academia Egyesület,1213 BUDAPEST DAMJANICH JÁNOS ÚT 145.,"272,114",24,"629,894"
4818,19063294,1,41,Capoeira Afrobrasileira Egyesület,1039 BUDAPEST JUHÁSZ GYULA UTCA 11. 4.EM.em. 32.ajtó,"195,009",10,"1,083,383"
4819,18645871,1,2,Cappella Quinqueecclesiensis Egyesület,7632 PÉCS TOLSZTOJ UTCA 17.,"249,244",20,"692,344"
4820,19102265,1,14,CapPuccini Egyesület,7400 KAPOSVÁR BUZSÁKI UTCA 6/B.,"243,285",15,"901,056"
